record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
3893,contralateral L2/3,contralateral layer 2/3,Mouse,PM42150879,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_compound,high,0.9167,,,"rule_keep: rule_has_layer,rule_compound",flash,high,"Layer 2/3 is a hallmark of neocortex. | Layer 2/3 is a neocortical layer; without region specification, it implies neocortex. | Layer 2/3 is a neocortical layer, indicating neocortex."
3894,contralateral lateral corticospinal tract,contralateral lateral corticospinal tract,Macaque,PM34624846,1,1,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_prior_other",seed_remap,high,seed: other kept
3895,contralateral lateral hypothalamus,lateral hypothalamus,,PM37029761,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3896,contralateral lateral OFC,lateral orbitofrontal cortex,Human,PM41759515,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Orbitofrontal cortex is part of prefrontal neocortex. | OFC is part of prefrontal neocortex. | Lateral OFC is part of prefrontal neocortex.
3897,contralateral leg muscles (tibialis anterior),,Human,PM35441404,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3898,contralateral lung,contralateral lung,Mouse,PM35650438,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3899,contralateral Mauthner cell,Mauthner cell,,PM35937055,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3900,contralateral medial OFC,medial orbitofrontal cortex,Human,PM41759515,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Medial orbitofrontal cortex is neocortex. | OFC is part of prefrontal neocortex. | Medial OFC is part of prefrontal neocortex.
3901,contralateral motoneuronal lamina IX,contralateral motoneuronal lamina IX,,PM34624846,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3902,contralateral muscles,,Human,PM35441404,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3903,contralateral MVN,medial vestibular nucleus,Mouse,PM38026699,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3904,contralateral NRTP,nucleus reticularis tegmenti pontis,Cat,PM37000205,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3905,contralateral orofacial muscles (orbicularis oris),,Human,PM35441404,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3906,contralateral PaS,parasubiculum,Mouse,PM33324173,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3907,Contralateral perirhinal cortex,Contralateral perirhinal cortex,,PM37851709,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_keyword,high,seed: cortical + keyword 'perirhinal' → non_neocortex
3908,contralateral PHb,posterior hypothalamus,,PM35687680,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3909,contralateral plBC,posterolateral barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Barrel cortex is part of primary somatosensory neocortex. | Barrel cortex is a region of primary somatosensory neocortex. | Barrel cortex is part of somatosensory neocortex.
3910,contralateral PN,contralateral premotor nucleus,,PM33070328,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3911,contralateral POrbM,posterolateral orbital medial cortex,,PM42101519,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9333,,,rule_keep: clean,flash,high,"Posterolateral orbital medial cortex is orbital prefrontal cortex, part of neocortex. | Orbital cortex is part of prefrontal neocortex. | Posterolateral orbital medial cortex is part of prefrontal neocortex."
3912,contralateral posterior lateral protocerebrum,contralateral posterior lateral protocerebrum,,PM37017717,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
3913,contralateral PPC,contralateral posterior parietal cortex,Mouse,PM37662297,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Posterior parietal cortex is association neocortex. | Posterior parietal cortex is a neocortical area. | Posterior parietal cortex is neocortex.
3914,contralateral premotor cortex,contralateral premotor cortex,Marmoset,PM40667064,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Premotor cortex is frontal neocortex. | Premotor cortex is part of frontal neocortex. | Premotor cortex is frontal neocortex.
3915,contralateral primary motor cortex,contralateral primary motor cortex,Human,PM32697330,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Primary motor cortex is neocortex (M1). | Primary motor cortex is neocortex. | Primary motor cortex is neocortex.
3916,contralateral rostral and caudal PeRh cortex,contralateral rostral and caudal perirhinal cortex,,PM42101519,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_keyword,high,seed: cortical + keyword 'perirhinal' → non_neocortex
3917,"contralateral S1, L2/3","contralateral primary somatosensory cortex, Layer 2/3",Mouse,PM37851709,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_compound,high,0.9833,,,"rule_keep: rule_has_layer,rule_compound",flash,high,Primary somatosensory cortex (S1) is neocortex. | Primary somatosensory cortex (S1) is neocortex. | Primary somatosensory cortex S1 is neocortex.
3918,"contralateral S1, L6a","contralateral primary somatosensory cortex, Layer 6a",Mouse,PM37851709,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_compound,high,0.9833,,,"rule_keep: rule_has_layer,rule_compound",flash,high,Primary somatosensory cortex (S1) is neocortex. | Primary somatosensory cortex (S1) is neocortex. | Primary somatosensory cortex S1 is neocortex.
3919,contralateral S1-S2,contralateral primary somatosensory cortex and secondary somatosensory cortex,Mouse,PM39896513,1,1,neocortex,neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,flash,high,"S1 and S2 are primary and secondary somatosensory cortex, both neocortex | S1 (primary somatosensory) and S2 (secondary somatosensory) are neocortical areas | Primary somatosensory cortex (S1) and secondary somatosensory cortex (S2) are neocortical areas."
3920,contralateral sensorimotor cortex,contralateral sensorimotor cortex,Mouse,PM40849908,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,flash,high,"Sensorimotor cortex comprises motor and somatosensory areas, both neocortex | Sensorimotor cortex comprises primary motor and somatosensory cortices, both neocortex | Sensorimotor cortex is a neocortical region comprising motor and somatosensory areas."
3921,contralateral somatosensory cortex,,,PM40650995,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,flash,high,Somatosensory cortex is a defined neocortical area | Somatosensory cortex is neocortex (primary somatosensory area) | Somatosensory cortex is a standard neocortical area (primary and secondary).
3922,contralateral somatosensory motor cortex,contralateral somatosensory motor cortex,Mouse,PM41975600,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,flash,high,"Somatosensory motor cortex = combined sensorimotor neocortical areas | Somatosensory motor cortex is sensorimotor cortex, which is neocortex | Somatosensory motor cortex refers to neocortical somatosensory and motor regions."
3923,contralateral striatum,striatum,Mouse,PM38854096,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3924,contralateral tuberal area,tuberal area,,PM37029761,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3925,contralateral vDG,contralateral ventral dentate gyrus,Mouse,PM34414387,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3926,contralateral vestibular nuclei,vestibular nuclei,,PM35937055,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3927,contralateral vestibular nucleus,contralateral medial vestibular nucleus,Mouse,PM36117641,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3928,contralateral vHPC,ventral hippocampus,Mouse,PM36751812,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3929,contralateral visual cortex,contralateral visual cortex,Mouse,PM35687687,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,flash,high,Visual cortex is part of neocortex | Visual cortex is neocortex (primary and association visual areas) | Visual cortex is a neocortical area (V1 and extrastriate regions).
3930,contralateral VLPFC,contralateral ventrolateral prefrontal cortex,Macaque,PM40933619,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,flash,high,"VLPFC is ventrolateral prefrontal cortex, a neocortical area | VLPFC (ventrolateral prefrontal cortex) is prefrontal neocortex | Ventrolateral prefrontal cortex (VLPFC) is a neocortical prefrontal area."
3931,contralateral VPL,ventral posterolateral thalamus,Mouse,PM40202848,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3932,contralesional cortex,contralesional cortex,Rat,PM33335781,1,1,other,other,no,yes,unsuitable,too_broad,flash,flash_split,rule_prior_other|flash_split,high,0.9333,3/3,3-0,"Contralesional cortex is vague whole-cortex term, not a concrete gray-matter ROI. | 'Contralesional cortex' is a nonspecific whole-cortex umbrella with no distinct cortical subdivision to match. | 'Cortex' alone is an umbrella term, not a concrete ROI for RCS mapping.",flash,medium,'cortex' without specification is too vague; likely refers to neocortex but rule assigns such bare terms to other. | 'contralesional cortex' is too vague; could refer to any cortical region including neocortex or allocortex. | Bare 'cortex' without specific subregion; too vague to classify as neocor
3933,contralesional cortical areas,contralesional cortical areas,Mouse,PM35551446,1,1,neocortex,other,yes,no,unsuitable,too_broad,flash,flash_split,flash_split,high,0.8733,3/3,3-0,"Contralesional cortical areas is an unspecific plural umbrella term, not a discrete region. | Broad non-specific phrase 'contralesional cortical areas' is too broad/unmappable; not a concrete cortical gray-matter ROI. | Broad plural phrase 'cortical areas' is not a specific anatomical ROI; current neocortex label too specific.",pro,high,"Explicit 'cortical areas' indicates isocortex/neocortex. | 'cortical areas' in the context of projection endpoints typically refer to neocortical areas. | 'cortical areas' generally refers to neocortex; no further specification, so medium certainty."
3934,contralesional CST,contralesional corticospinal tract,,PM35552276,1,1,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_prior_other",seed_remap,high,seed: other kept
3935,contralesional MI,contralesional motor cortex (primary motor cortex),Japanese macaque,PM34077429,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9333,,,rule_keep: clean,flash,high,"Primary motor cortex (MI) is a well-defined neocortical area. | Fullname specifies primary motor cortex (M1), a neocortical area. | Fullname clarifies 'primary motor cortex', which is a well-defined neocortical area."
3936,contralesional RFA,contralesional rostral forelimb area,,PM40089466,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9333,,,rule_keep: clean,flash,high,Rostral forelimb area (RFA) is a neocortical motor area in rodents. | RFA (rostral forelimb area) is a neocortical motor region. | RFA (rostral forelimb area) is part of motor neocortex in rodents.
3937,contralesional subcortical areas,contralesional subcortical areas,Mouse,PM35551446,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3938,cOPN,contralateral olivary pretectal nucleus,Mouse,PM40063795,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
3939,Core thalamus,granular-projecting Core cells,,PM32795658,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
3940,corpus callosum neurons,corpus callosum neurons,,PM37813563,1,1,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
3941,cortex (association),,,PM40615590,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9333,,,rule_keep: clean,flash,high,"Association cortex refers to neocortical association areas. | Association cortex is a subdivision of neocortex. | Association cortex refers to neocortical association areas (e.g., PFC, PPC)."
3942,cortex (sensorimotor/primary regions),,,PM40615590,1,1,neocortex,neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,0.9333,,,rule_keep: rule_compound,flash,high,Sensorimotor/primary regions are neocortical areas. | Sensorimotor/primary cortical regions are neocortical. | Sensorimotor and primary cortical regions are neocortex.
3943,cortex layer II/III,cortex layer II/III,Mouse,PM39763931,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_compound,high,0.9333,,,"rule_keep: rule_has_layer,rule_compound",flash,high,"Cortical layers II/III are part of neocortex. | 'cortex' with specific neocortical layers II/III indicates neocortex | Layer II/III is characteristic of neocortex, not allocortex."
3944,cortex layer V,cortex layer V,Mouse,PM39763931,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer,high,0.9333,,,rule_keep: rule_has_layer,flash,high,"Cortical layer V is part of neocortex. | 'cortex' with layer V, typical of neocortex | Layer V is a typical neocortical layer."
3945,"cortex, basal forebrain, basal ganglia, amygdaloid complex, bed nucleus of the stria terminalis, thalamus, hypothalamus, midbrain, pons, and medulla","cortex, basal forebrain, basal ganglia, amygdaloid complex, bed nucleus of the stria terminalis, thalamus, hypothalamus, midbrain, pons, and medulla",Mouse,PM40719193,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
